,place_name,rating,review
87,The Jeanie Johnston: An Irish Famine Story,5.0,"I visited Jeanie Johnston famine ship with a group of my students and we simply loved the tour. Our tour guide Owen was very skilled, such a great storyteller! The tour was fun and engaging. My kids truly enjoyed this experience and so did I. Highly recommend! This ship called the Jeanie Johnston - mind you this is a replica as the original sank -  tells the story of the Irish famine and the people who fled Ireland to embark on a gruelling voyage in the hope of a better life in the US. It's a very well put-together 50 min program with knowledgeable guides who take you through the ship's history including real life stories of passengers. The Jeanie Johnston was actually called the miracle ship as it suffered no casualties because of its compassionate owner, its equally compassionate captain and a doctor on board (apparently the only ship with a doctor on board). I The Jeanie Johnston was a brilliant place to visit. You are guided (you must take a guided tour) around a replica of a ship which took Irish emigrants fleeing the Great Hunger to North America, learning about the famine's history and the stories of the ship, crew and passengers. Our knowledgable guide Steve handled the subject with tact, intelligence and a much-needed sprinkling of Irish humour. Superb. I'm a Dublin native. My family and clan lived in Ireland going all the way back to the 15th century.

Yesterday I brought my Italian partner to the Jeanie with the hope it would be educational and add some weight, emotion, relatability and gravity to the Great Irish Famine. Noel's tour certainly delivered.

I felt his tour fleshed out and humanised the victims of the genocide that was the Great Famine. A genocide that is globally treated in a light-hearted, joking fashion, largely due to the depictions of the Irish in things like the Simpsons. Noel, tactfully and rightly did not use the ""G"" word, as it may put off those uninitiated to the subject. Regardless, his tour made a lasting impression on my partner and was a great introduction into Irish history.

As a tall ship enthusiast, it was also an absolute pleasure to be aboard. I will be recommending a tour aboard the Jeanie to family, friends and colleagues visiting Dublin Visited during a freezing rainy gale.. It was a great chance to see what it would be like on deck at sea in a storm..  albeit we were in 21st Century kit! The Jeanie Johnston is Fantastic It is such a fantastic story and our guide was brilliant. The boat is amazing especially below deck, you really get a sense of what it was like. The end of the story is truly awe inspiring BUT you will have to visit for yourself to find out what happened. The ticket gives access to Epic The museum which is truly EPIC a real view of Irish history but in a modern digital immersive set of displays. This was deinately a highlight of our trip to Dublin and we certainly recommend it goes on your itinerary I am so happy I was able to squeeze in the tour of the Jeanie Johnston unexpectedly on my last day in Dublin.  Shocking, touching, deeply moving facts and personal stories. The visual renderings of life on the ship was actually shocking. I was literally moved to tears during this tour. Our guide was incredible, so knowledgeable, personable. A remarkable and important piece of Ireland's history, and for a woman of the Irish diaspora, keenly informative and evocative. It was amazing, if you love history you cannot miss this place, never seen a guide as passionate as him, Garoge was amazing and wish to have stayed my wife and I to talk more for he have so much knowledge and made a complex history look accessible to all. I strongly recommend don't miss it you would regret it. Visited the Jeannie Johnston in Dublin and it was amazing. It's a replica of a 19th-century ship that brought emigrants to North America. Great for understanding Ireland's history. You have to do the tour to learn how this ship managed to have 0 deaths. Highly recommend!"
88,The Joker's Chair,4.75,"Best city in the city centre public park. Don't need tickets for the public ok  lovely in the summer. Really good, I get like I was the Joker from the Batman Beautiful memorial, and the park is so peaceful <3 An interesting Joker Chair in the center of the garden, you can sit on it nan nan nan nan"
89,The National Wax Museum Plus,4.0,"This is just a fun place to visit. From dinosaurs to faerie history you get an entertaining wax museum with a number of interactive activities and exhibits. Nice staff and of course the obligatory store at the end of the exhibit.

They even have a haunted house section with a couple of very effective jump scares. Went here twice, don't know why I did as I seem to be deathly afraid of the wax figures.. I cried the first time I visited from sheer terror. The second time I went I was pleased to see Game of Thrones figures and a Hannibal Lector, but I can't help but feel the eyes of the figures watch me as I walk through the rooms. Some of the figures definitely look better than others but all of them are fear inducing. Tickets are also a bit overpriced but that's Dublin for you. If you're at a loss for something to do then go for the experience, but if you're terrified of wax figures like me, maybe reevaluate your decisions Very beautiful statues and very interesting museum
We had a lovely time with the family
But the visit is quite short and not necessarily worth the price.
The haunted hotel part is very nice but be careful with children it can scare them
The staff are very friendly and welcoming and have made a lot of effort to reduce the language barrier Ireland's f wax museum was set up in 1804 by and has had many reincarnations since. Scientists, artists, and those who fall somewhere in between have been obsessed with creating the perfect fake human for centuries. As early as the Middle Ages, wax figures representing deceased royals and clergymen were displayed to allow the living to pay their respects ""in person"" to the objects of their veneration. It is a unique museum with an extensive collection of wax figures, interactive exhibits, and immersive experiences, providing visitors with an entertaining and educational journey through Irish history, culture, and popular culture. My favourite part is a corner with Irish scientist names, also was good to recognize figures without reading wall stend. It was okay, we purchased tickets on groupon so it only cost us around PS11 each for a ticket. Characters are dated and a lot of younger visitors wouldn't really know who they were looking at etc. I personally wouldn't go again if I was to return to Dublin but if your visiting the city and have 30 minutes to waste then pop in. Very interesting place. The figures are not made 100% realistic but the layout is great and quite interactive. The spooky hotel was a good one!
Recommend to those visiting Dublin It's a nice little museum although the scenes and characters are a bit mixed and disparate. We had a good time there but if I have to compare with Grevin, I would say that it costs a little expensive EUR18 for a 1h30 visit if you really take the time We went, the family rated it neat and cool.  It has many photo op places, has history, science, a mirror maze, a horror section, and a neon like section - Tir Na Nog.  Overall it was enjoyable.  Good to check out with a family
You should buy your tickets ahead of time."
90,The Phoenix Monument,4.625,"Beautiful monument at the center of the park with the irish presidential house on one side and US ambassador house on the other side...
If you have luck you can get to see the deer's jumping from one side of the walk way to the other side...
Very green and beautiful picture scenes all over the park with blooming flowers. Magnificent park. Large expanses of greenery. It feels good to recharge your batteries. Monuments are throughout the park. You will even have the chance to come across a deer farm  The monument is in a traffic circle on a columns with a statue that looks more like a chicken than the Phoenix. A very beautiful park almost 1700 acres. There is lot to do in this park.The Wellington Monument  is an obelisk.
It  is situated at the southeast end of the Park, overlooking Kilmainham and the River Liffey. The structure is 62 metres tall, making it the largest obelisk in Europe built in 1817-1861 to commemorate the victories of Arthur Wellesley, 1st Duke of Wellington. A monument in the middle of the lovely park, we had the pleasure to see the park all green and full in bloom. The bus tours that goes around the city passes this as well. Lovely monument located in the roundabout at Aras An Uachtarain.  The Phoenix Park is a fantastic spot for a walk any time of year. Beautiful Dublin&Relaxing time&Great memory. High Monument at the roundabout in the phoenix park. It isn't really a attraction."
91,The Spire,4.375,"A very unique looking monument. It resembles a 120m tall metal needle.  So it's easy to find and recognize, a perfect meeting point. We actually were on a mission to find this spire. It's an interesting landmark that towers over the city of Dublin. Its sleek - the design and height are pretty impressive. If you're in Dublin be sure to visit. The Spire, a towering monument of modern design, stands as an emblem of Dublin's evolution and dynamism. Rising majestically from the heart of O'Connell Street, it symbolizes the city's journey towards a vibrant, forward-thinking future while honoring its rich history and cultural heritage.

Designed by British architect Ian Ritchie, the Spire was conceived as part of Dublin's Millennium Spire project, a visionary endeavor to create a contemporary landmark for the new millennium. Its slender form, constructed from stainless steel, reaches an impressive height of 120 meters (almost 400 feet), soaring above the bustling streets below.

The Spire's construction marked a transformative moment for Dublin, replacing the once-iconic Nelson's Pillar, which had stood on the same site until its destruction in 1966. Unlike its predecessor, which celebrated British naval hero Horatio Nelson, the Spire represents a departure from historical associations, embracing a more inclusive and forward-looking vision for the city.

Since its unveiling in 2003, the Spire has become an integral part of Dublin's urban landscape, captivating residents and visitors alike with its sleek, minimalist design and commanding presence. Its reflective surface catches the sunlight by day, casting ever-changing patterns of light and shadow, while at night, it is illuminated by a dazzling array of LED lights, transforming it into a radiant beacon in the darkness.

Beyond its aesthetic appeal, the Spire serves as a symbol of Dublin's resilience, creativity, and cultural diversity. It stands as a testament to the city's ability to embrace change while staying true to its roots, embodying the spirit of innovation and progress that defines Dublin as a global capital.

As a cherished landmark and meeting point, the Spire holds a special place in the hearts of Dubliners, serving as a gathering place for celebrations, protests, and moments of reflection. It stands as a reminder of Dublin's ongoing transformation and its enduring spirit of resilience, unity, and hope for the future. Marvel at The Spire of Dublin, an iconic landmark soaring into the skyline at O'Connell Street. This stunning monument, also known as the Monument of Light, stands 120 meters tall and is a celebrated piece of modern art and engineering. Its sleek, stainless steel surface catches the light and the eye of anyone walking down the street. The Spire is a must-visit for those interested in contemporary design and serves as a focal point in the heart of the city. Despite its modern origins, the Spire of Dublin has already accumulated its own legends. Some locals humorously claim it was designed to prevent pigeons from perching, while others see it as a beacon of hope, especially during Ireland's Celtic Tiger economic boom. However, no official legend or myth surrounds the Spire; instead, it stands as a contemporary symbol of Dublin's spirit and resilience. The Spire of Dublin is a magnificent landmark towering over the city. Its sleek design and impressive height make it a must-see attraction for visitors to Dublin.  Definitely worth a visit! The Spire O'Connell St
You can walk in the middle of the pavement to it but be aware cars pass through the road which can be deceiving.
There are plenty of tours passing here, in native languages and usually stop to discuss the rich history and culture of Dublin. It's cool, I guess.  It's just a giant pole that goes into the sky.  The symbolism is cool."
92,The Umbrellas Dublin,2.75,"Not really anything special to see here.  Don't go out of way / waste time trying to find it.  If you close spend maybe 30 sec to do a photo or just borrow mine / someone else's. Otherwise solid nopes. Very cool's spot in an alley!  Some cool shops along the way in this hidden spot. Worth a stop. Very cool to see! Be advised they are located in a true service road / alley and had several trucks parked underneath both times we went by. Unintentionally passed by this lovely alley with colorful umbrellas hung in the air. No need to visit deliberately but if you pass by it's also a good place to take cute photos. Big scam there are almost no umbrellas and the street is not necessarily pretty
But the perpendicular streets are quite nice with a lot of shops Cool but underwhelming.  We thought it would be much longer, but were surprised at how short it was. Basically a couple minute stop Severely underwhelmed. Good for a photo but nothing else. Wouldn't bother going out of your way to see It is good, nothing very special though"
93,The Wishing Hand,4.375,"The wishing hand - in the Department of Education yard, so make sure you go during the day! The grounds are nice, there is a security guard as well. A block from the main street! A good photo op! We had overcast weather and not much light, but this is Ireland for you! Birds soil the hand but it wasn't bad, one can still fit in for the picture! A 5 min detour and a good one to peek at! The security guard there was amazing and even took the picture for me. Definitely a sight you have to stop by and see and make a wish. The Wishing Hand - Try making a wish at the Wishing hand. Free to look at! Make a wish...if you wish  Not much here other than a hand, you can't even sit on the grass without being moved along. Quick photo and move along. The church across the road is much better Unfortunately it was closed so couldn't go near it, but got photos I work near this for the last 15 years. Known as a helping hand in education. It was cool, I know, we get tempted to take pics and I did it XD. You can fit in the hand!"
94,Toucan Artwork - Guinness Storehouse,5.0,Beautiful little spary-painted art work of the Guinness Toucan outside of the Storehouse nan
95,Tourist Office Dublin,2.125,"It's not the real tourist office. It's an office which sells tours that's why they are not really good about information. The real one is perfect and is situated near Dublin Castle. We were there twice to find out.

We came across the first person who neither greeted us nor smiled, but rather gave us huffs and very shaky advice. Sir, why do you work at the Dublin tourist office if you don't like tourists?

After this useless exchange, we went back and found a smiling, polite person who gave us extremely good advice! We thank her for this advice! When we ask what there is to do in Dublin for a day we come across a French woman who explains to us that apart from the bus tour which costs EUR30 there is nothing to do, I find it a shame to only talk about what is for sale in the Office. We thought we would have at least a walking route or that we would be recommended a museum to visit. We booked a tour to Moher cliffs and Galway...everything was amazing and Finn best coach driver ever!!!! See you next time, thankssssss!!! Very disappointed with the information on the sightseeing buss. I buy my 3 tickets on Thursday at 1 p.m. from a French seller so no communication problem between us. I ask when the 24 hour validity of the tickets starts and she replies ""when you first board the bus, the QR code on the ticket is scanned and your 24 hour hop on hop off period starts"". The next day, Friday, at 11 a.m. we start our first ride on the bus. The driver doesn't scan anything and just looks at the tickets. Later we have lunch and around 2 p.m. we take the bus again. We then see on the ticket that the validity period ended on Friday at 1 p.m.!!! So, either the saleswoman (student coming from Toulouse for the summer) is incompetent or she lied. But EUR28 per person for 2 hours of service provided is completely overpriced. Prefer city buses with a travel guide, cheaper and just as effective. We bought a bus ticket to the airport, the representative give us the wrong address (its not not infront of the castle (we were with baggage) - its half km away!!!!),
did not give us the bus number, ans said the the station is visible (lilttle sign, we almost missed him) Don't trust the opening times! We arrived at 5:45 pm and everyone had already left and the cleaning lady sent us away. We traveled half an hour to the office to book a tour we were gonna do that evening. Very annoying! The staff were friendly though the next day Great that you can leave your luggage here whilst your your the city; however they closed the shop whilst they had a meeting and you could not collect your bags! It was only after a crowd gathered that someone came out."
96,Touristy Private Guided Tours of Ireland,5.0,"We had an amazing day with Miriam. Our tour was Newgrange and she treated my eleven year old son and myself like family. Miriam is extraordinarily professional, she reached out the day before the tour to set up the pick up, arrived five minutes early, gave us the lay of the land at Newgrange and connected with the ticket counter to know when we would be done there. It was a lovely day exploring a beautiful part of Ireland. She anticipated our very need and even added a sweet treat stop for my son (his favorite part of the day). My favorite part of the day was hearing from Miriam about Ireland while observing the fabulous scenery that Ireland has to offer! Miriam made several recommendation about what else to do in Ireland and we took them all! She even dropped us off at one of the locations to help us maximize our day. I highly recommend this tour company ! Noel was so patient while we waited to disembark from our cruise ship, delayed by fog. He managed to get us to all the places we had planned in a slightly abbreviated tour. He is knowledgeable,  pleasant, and funny. We thoroughly enjoyed our time with him! Wonderful experience!   Miriam was so professional and contacted us the night before.  She worked with our schedule and    was so knowledgeable on the places we visited at Newgrange and Hill of Tara.    Even had us stop at few places we didn't know about that were on the way back.  Highly recommend this tour company! We had a lovely day exploring Newgrange and the Hill of Slaine with Noel yesterday. Highly recommend! Noel and Touristy were a pleasure to work with. Especially enjoyed touring the monastery ruins at the Hill of Slain, we had the place all to ourselves. We had a great time on our private tour!  Noel was very knowledgeable and we had the perfect amount of time at each stop.  The flexibility was great, and each site was amazing! Noel was a fantastic guide for our tour of Dublin. He took the time to keep us out of the tourist traps to get a real feel of Dublin. Thanks Noel. The hubby and I spent a magical day with Miriam today.  We visited Knowth, New Grange, Slaine Castle, and Hill of Slaine.  From insider info on the varieties of Irish potatoes to the in's and out's of Dublin traffic - we learned so much in our time together.  The day was perfection.... Miriam even brought the sunshine with her. Many thanks Miriam - until we meet again. There's a reason this tour guide service has only five-star reviews: they're amazing. Noel was our guide and he made sure we had an absolutely wonderful time seeing Newgrange, the Hill of Tara, and other extremely unique and cool spots off the beaten path.  There were a large number of complications in arranging this tour, all on my end, and Bradley was incredibly patient and kind from beginning to end. A first class operation and we'll be sure to use their services when we return to Ireland."
97,Unearthed Tours Dublin - Free Walking Tours Of Dublin,5.0,"10/10 would highly recommend this tour if you have a few hours to spend in Dublin. City tours can be so tour-guide specific and we absolutely loved ours. Our tour guide was Steven, and he had lots knowledge of the area and the history of Ireland in general. We also appreciated his tongue in cheek humor to make the few hours we spent together more entertaining as sometimes tours can get a bit stale when learning so much history packed into a short amount of time. He really made sure we all had a great time while learning. We also appreciated his answers when we asked questions between stops, he was very thorough in his answers and we loved chatting with him.

We've been on many city tours and this was hands down in our top 2 ever!! I had two tours yesterday one in the morning where Jack(the guide) with a purple umbrella will guide us through the city and tell stories about Dublin beginning. I have learnt so much and I am glad I had this experience.

He was engaging quite well with the group, very enthusiastic and proud of his country and made everything so enjoyable.

The second one was an evening tour and it was good. Could not have had more fun with Steve! Visiting in February and had only 24 hours in Dublin, this was a great way to see more city sites and learn more history. Is there anything better than an Irishman telling dark stories on a windy night in Dublin? I hope I'm saying this right bc I'm still learning, but: it was good craic.  Ciaran was our guide for the walking tour, and he was fantastic! He was informative and thoroughly explained things in a way that kept our group engaged. He was absolutely hilarious. I adored him. I would recommend his tour to anyone. Tara is an incredible guide through Dublin and Irish history being truly 'as Dubliner as possible' as she says. It was engaging to walk with her through the city streets and listen to her amazing stories about the highlights and heritage of Ireland and Dublin. Her gift for storytelling together with excellent sense of humour made the tour really memorable. She is also open for questions and dialogue, making it all even more meaningful and fun. Tara's tips for further exploring of the city and good places to visit such as pubs, restaurants, live music venues and everything else was also priceless. I would highly recommend the tour with Unearthed Tours as it's a great way to start your Dublin and Irish journey or complete the existing image about it. If you happen to lack time for exploring city further, it will also give you just enough insights. Big thanks to Unearthed Tours and Tara. In a word: Fantastic. I brought a group tour to Ireland, and Annemarie and Cillian worked with us to coordinate booking the tour for multiple folks, combining us into our very own tour. They went above and beyond to accommodate our large group.

Cillian, our tour guide and the co-owner, was knowledgeable and entertaining. He truly cares about Irish history and lore. This is more of a historical tour than strictly paranormal, and that was just fine with us. If you're looking for a jump-scare type of tour that presents as a haunted house, this isn't it. If you want to learn about some of the things that actually happened in Dublin history and left an energetic mark on the place, then do book this tour.

There is a fair amount of walking, so plan for that, and be prepared to learn a lot about this history of the city of Dublin. HIGHLY RECOMMENDED. Ciaran was the best guide I had in all 36 countries I've visited in my life. He's not only very knowledgeable, providing plenty of information about Dublin and Ireland, but delivers an extremely interesting and fun walking. His energy and enthusiasm are contagious and his advices on what to visit are precious! I'm very glad to have booked the walking tour and would recommend it to anyone visiting Dublin! What a great first tour in Dublin! Our guide gave us such great stories as we walked around and we learned a lot about the dark side of Dublin!"
98,Viking Legacy Trails,5.0,"he brought history to life for our kids- best part of our trip! I have a child with autism and Bren was super accommodating, personalising the tour to accommodate both my sons. On the day of the tour, there was no way my kids were going to do a walking tour in the cold, wet rain but I didn't want to cancel! Bren agreed to come to our hotel to give his presentation in the lobby. He lugged all of his gear and weapons and props and heavy shields to us without complaint (10 stars for that!). He was engaging and kind; dressed them up (complete with viking war paint) and told them stories, took lots of pics and taught them to sword fight. Battling a viking to the ground was the hi light of our trip. We look forward to coming back to Dublin- when it's sunny- and doing the actual tour in the viking quarter! Definite must do - rain or shine! Absolutely Phenomenal Viking Tour Experience with Bren!

Where do I even begin? Bren took us on a journey through Viking history that felt more like a captivating conversation with an old friend than a traditional tour. His depth of knowledge is astounding, weaving history seamlessly with humor, making every moment both enlightening and enjoyable. Behind his Viking armor lies a heart of gold, evident in his genuine care for his country and its rich heritage. The only downside? The tour ended too soon! Bren, you're a true master of your craft, and we're eagerly anticipating what the future holds for you.

Thank you for an unforgettable experience! I'ts the most amazing, passionate, full of history tour. It was such an excellent time that completely overcome the expectations! Walking with a ""real"" Viking around medieval Dublin, getting to know such amazing details that couldn't been told in those regular same like tours. It's a mandatory point on Dublin's checklist of things to do and the host makes it so worthy, interesting and exciting! Imagine a Viking with the most nice and enthusiastic character that will make you fall in love with Ireland!
Absolutely loved it and 100% recommend it! I loved the viking tour! Bren loves his history, and is really knowledgeable. His costume and his weapons are amazing and he makes the tour enormous fun as well as really interesting. You will see much more than you would just walking round on your own. 100% recommend! This was an incredible tour! It included the perfect amount of information and ground covered. The guide was deeply knowledgeable and passionate about Viking history, it was infectious! Everyone should take this tour, it was a fantastic way to experience Dublin. My friend  Helen and myself did a tour with our own Private Viking Bren.
We had a ball from begining to end.
Bren is passionate about our Viking heritage and his knowledge of the subject  is amazing.
It was eye opening.
It is such a shame that Wood Quay has been built over in favour of a cement monstrosity.
Our heritage is so much more valuable  to us than an office building.
Thank you Bren it was a blast.
Pauline  and Helen.
Kilkenny. Bren was amazing!  He has a deep and rich understanding of Viking culture and knowledge.  He also is a phenomenal story teller and keeps your interest.  He was in the show called Vikings and Vikings Valhalla and wears that gear during your tour.  Everyone knows Bren and the kids want to come up and get a pictures with him.  Overall it was a great experience. Bren was our very knowledgeable guide on this vikings tour and was phenomenal. He told stories, was respectful and he is just a standup guy.  He's an actor, body guard, musician, and just a wonderful human who is also all inclusive."
99,Viking Splash Tours,4.75,"The most enjoyable sightseeing tour I've been on in a long while. The guide, Vinny, was pumped with energy and delivered a comedy-club-worthy series of observations warmly mocking Dublin's past and present. The pretty unique amphibious gimmick was just one of several highlights, which included roaring at unexpected passers by. It lasted over an hour - I could have stayed for another. Great fun! Awesome way to see, Dublin and learn some snippets of very important history that makes you want to find out more.

Tour guide was very funny and knowledgeable and a great craic.

Would recommend and come again great for kids and adults. Amazing trip! The tour guide was super friendly! Got to know loads about Dublin history and it has developed over the centuries. Absolutely brilliant tour and would definitely recommend , suitable for adults and kids .  We had Chris and Mary who guided the tour they were both lovely and Chris was hilarious . Lots of humour but also very educational Fabulously funny tour of Dublin through land and water. Our guide Conor (with one N) was very informative as he was funny. Thoroughly enjoyable for all ages, and a must do activity while in Dublin!! ROOOOAARRR!!!!! 

*you have to pre book and arrive 15 minutes early like the email states! They do leave bang on time and will leave without you, as happened to two unfortunate people! (Who were told they'll have to get the next one) but hey rules are rules! Very knowledgeable guide, showed us all the different part of Dublin. Very funny.
The whole ride took about 1 hour or so. About 15 mins of it we went into the water.
The weather was good. Would recommend! Viking Splash is not a classic city tour, but a very funny alternative. We enjoyed the tour with Winnie who was very kind, making us laugh a lot and providing background information about Dublin in a very entertaining, professional way. We would definitely do the tour again. Great fun for young and old. Guide is very funny and knowledgeable. Highly recommended.

The tour brings you from St Stephens Green to Dublin Castle and Christchurch, along the north quays near The Four Courts and past the Customs House - with a drive through Geordian Dublin. The trip includes a boat trip  in Grand Canal basin with a view of the U2 recording studios.

The vihicke used is a DUKW. Our guide advises that these vehicles were built by ladies only for General Motors during World War II, a DUKW is an amphibious six wheel drive vehicle shaped like a boat. They were once used for transporting goods and troops over land and water."
100,Vintage Tea Trips,5.0,"I loved it! We sat on the top deck right behind the VIP seats. There are 4 VIP seats. Two on each side of the bus. All four seats face the direction that the bus is traveling. The seats we had were one forward facing and one facing the back of the bus. Not bad seats at all! We could see everything. The food was good. You could have unlimited drinks but of course you have to be conscious of the fact that there is no bathroom on the bus. They provide a booklet with details of the sights you see. Everyone was friendly. It was a good time! I am very satisfied. The staff were very cheerful, helpful and showed excellent hospitality. The food was delicious, especially the hot scones, which were great value. I was also pleased to be able to take a tumbler of drinks home. I would highly recommend this tour to any tourist as it is a great way to see all the sights of Dublin city at once. Took my mother and 2 aunts on this on our last day in Dublin. Not only was all of the food seriously delicious but the whole staff incredibly friendly. The narrator was funny and entertaining and the bus itself decorated so fun and charmingly. All 4 of us highly recommend this tea and want to give a big shoutout Daniel, Liam and team.
If you're looking to do an afternoon tea in Dublin that's also entertaining, do this! You also get to keep your take away cup, bonus!
We had the VIP seats which gives the best view. The vintage tea bus was an absolute delight! I went with my mom and sister and we really enjoyed our time. It is a great way to see some of the main attractions in Dublin and learn some history, all while sipping tea! All of the staff were extremely nice and welcoming. Adam did an amazing job with describing the points of interest and keeping things entertaining and fun. If you're traveling to Dublin, I definitely recommend booking a tour with them. Had a fabulous time on the vintage bus tour today. All the team were friendly and helpful,  especially Leah as there had been a slight miscommunication between the office & the team on the bus (office had said the vegetarian & daily free option would be Nutella but on the bus it was vegan cheese - which to a child with sensory issues with an aversion to cheese was a big no-no.  But Leah went downstairs and sorted a Nutella sandwich with no problem,  making our experience ((and the whole of the passengers)) much better 
I paid extra for my family to sit at the front,  which was definitely worth it,  even though the heating radiator was blasting out due to being an old route master.
We did this tour mainly because we have done all the other Dublin tours with different companies and wanted something different, which is exactly what we got and thoroughly enjoyed. My sister & I went on the Vintage Tea Trip today and we had a great time.  Adam, Rachel & Leah were very welcoming, friendly and great fun. They attended to our every need. Adam entertained us with some history and fun facts about Dublin City with added humour. As it was a birthday treat for my sister, she was treated to a special surprise and a sing  along to Happy Birthday  Thank you to each of them AND Paddy our very capable and efficient bus driver. It was a wonderful experience which we intend to repeat. I had the most amazing time. Hannah (Montana) was a great tour guide. I though I knew Dublin inside and out but she managed to teach me things! Tea and food were delicious. Anna and Orla served us with a smile and the advice on how to eat the cream was perfect.
Tried this experience on my own but the family and duo next to me looked like they enjoyed themselves as well. 100% would recommend. (Also you get to keep the cups .) On Friday April 19th we went on Vintage Tea tours Dublin on Kitty. Paddy the driver was graciously offered to take our pictures while waiting to board. We had an amazing time Adam, Daniel and Orlaith were always there to get our drinks refilled and providing entertainment while on our journey through Dublin! The sandwiches and desserts were amazing and we finished with hot scones! I would highly recommend this tour!"
101,Walking Dublin Tours,4.714285714285714,"We had an amazing view hours with Brendan and Maurice. From booking to the tour itself, the whole experience was very personal. I wanted something different than the usual Dublin tour for myself and a group of friends who were visiting. I've lived in Ireland for a while now and was keen to learn more about the literary characters and the politics of Ireland and its history. I learned a lot. Maurice has a lot of information to hand and knows just about everything on the history of the city. There are several options for tours on the website and we did the Tribes, Scribes and Bribes but Brendan will organise a bespoke tour if there is something specific you want to learn about. This shows a different side of the city away from all the crowds and doesn't just focus on all the usual tourist spots. Absolutely brilliant. Booked a private tour for some visiting American friends and myself. Very good communication by email and the tour was totally customised for our requirements. As a Dubliner I wasn't expecting to learn much but Brendan was a fountain of fascinating knowledge and brought everything to life for us. I would highly recommend his services as a tour guide. Brilliant history nan nan nan nan"
102,Walking Food Tours - (Dublin),5.0,"We did the Pub Tour with Kevin and had a great time! His local knowledge is awesome. Each of the pubs we visited had distinct qualities and were special places to visit. One of the top highlights of our trip to Dublin. Thank you for a memorable afternoon!! WOW! What a fantastic tour! It was so much more than a food tour. Our guide, Kevin, provided a ton of information about the city's architecture, history, and local stories. Even though I've lived in Dublin and visited countless times since, I still learned so much. The food spots were fantastic and I loved how people were provided suggestions but could make decisions based on their preferences or whatever caught their eye that day too. Talk about a sustainable, interactive, and engaging way to explore the city. Thank you for a great experience! We had the best day with our guide Kevin.. and the food was fab. The extra added touch of Kevin's history knowledge of Dublin along the way was brill. he also does a bar tour too at the weekends!!! Did a walking food tour with Kevin in June of 2024 and couldn't recommend with any higher praise. We do food tours virtually everywhere we travel and this one was one of the best - appreciated his education and history lessons as we wandered around the less touristy parts of dublin and his endless recommendations customized to each and everyone of us. First food tour we'd been on where you did NOT have the food included - not only ended up being way cheaper (even after we ordered everything and then some) but allowed us to customize to our wishes without having to make any effort. For anyone looking for a fun food tour in Dublin, look no further Honestly Kevin and his tour was our groups favorite highlight of Dublin. Kevin is an absolute gem we wanted to stay with him all day so we liked it so much we followed him on the bar tour. His passion and love shines through while talking and guiding us through street food. Our fave was the fish and chips.
Book early in your trip because he has so much knowledge and recommendations for every part of the city. HIGHLY RECOMMEND! Kevin has great enthusiasm, is very fun to be around, engages with everyone and knows his stuff! Besides sharing all of the spots you have to go to (did a food and a drinking tour with him on different days) he's also very willing to help you in other aspects on your visit to Dublin. He is so kind and encourages people to contact him for any activity, transportation, directions, etc. that you may need throughout your visit.  That is always a nice feeling when your visiting somewhere new. I also got to meet his wife at the Food Tour and she was an absolute sweetheart, she is also very helpful and looked into recommending an Indian restaurant I wanted to check out in the area. 200% recommend! Enjoy! * We had a fantastic time on this food tour. Kevin and Tracy treated us like family. We loved that food was not included as we were able to customize what we wanted to eat at each stop. Kevin's enthusiasm and hospitality was incredibly welcoming. The history he provided was fascinating and added so much to the over all experience. This was a 10 out of 10 experience. If you're in Dublin it's a must or you will be missing out on a fantastic day! I took the 3 hour walking talking food tour with Kevin on Saturday 08 June 2024. We started with ""breakfast"" at a modern indoor/outdoor Cafe right at the Guinness Brewery area of Dublin.

From the start, Kevin gave great depth of knowledge, tremendous insight into the origins of Irish food and food culture. Highly entertaining, highly informative, highly enjoyable.

After breakfast, we wandered the streets to 4 further locations for ""lunch"", ""dinner"" ""dessert"" and ""dessert"".

While all the food we had was small to medium sized portions, everyone was well and truly satisfied by the time the tour ended. Kevin also gave great recommendations on selections at each stop. There was a person who needed gluten free choices, and a vegetarian in our group. Both were able to choose options at every stop and missed out on nothing.

Some of the foods I enjoyed were
* Sausage Roll (Pear & Black Pudding) & Barista Coffee
* Spicy Beef, Jalapeno, Cheese Toastie
* Traditional Fish and Chips
* Baileys Cheesecake
* Irish Ice Cream (I had 2 flavours: Sea Salt & Chocolate Whiskey)

Thanks Kevin, everywhere we great!"
